molecule_chembl_id,pchembl_value,standard_type,standard_units,standard_value,type,units,value,SMILES
CHEMBL4799871,5.71,IC50,nM,1970,IC50,uM,1.97,O=C(NO)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1
CHEMBL4752558,6.08,IC50,nM,830,IC50,uM,0.83,O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1
CHEMBL39677,5.17,IC50,nM,6840,IC50,uM,6.84,c1ccc2nc3ccccc3cc2c1
CHEMBL636,5.09,IC50,nM,8100,IC50,uM,8.1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL4750360,4.83,IC50,nM,14800,IC50,uM,14.8,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1
CHEMBL4777412,5.17,IC50,nM,6800,IC50,uM,6.8,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1
CHEMBL4776936,4.57,IC50,nM,27100,IC50,uM,27.1,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1
CHEMBL4789995,4.88,IC50,nM,13100,IC50,uM,13.1,CCN(CC)C(=O)/C=C/c1ccc(OC(=O)N(C)C)c(OC)c1
CHEMBL4762548,4.55,IC50,nM,28100,IC50,uM,28.1,CCN(Cc1ccccc1)C(=O)/C=C/c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1
CHEMBL4800310,4.68,IC50,nM,20700,IC50,uM,20.7,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N(CC)Cc2ccccc2)cc1OC
CHEMBL4756054,4.57,IC50,nM,27200,IC50,uM,27.2,COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4748948,5.04,IC50,nM,9100,IC50,uM,9.1,COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(C)C
CHEMBL4747710,4.97,IC50,nM,10700,IC50,uM,10.7,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCCCC2)cc1OC
CHEMBL4762653,4.54,IC50,nM,28700,IC50,uM,28.7,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4756176,4.63,IC50,nM,23500,IC50,uM,23.5,COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C
CHEMBL4740081,4.78,IC50,nM,16800,IC50,uM,16.8,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1OC
CHEMBL4741070,4.91,IC50,nM,12300,IC50,uM,12.3,COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)OC
CHEMBL4745075,4.52,IC50,nM,30500,IC50,uM,30.5,COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4759959,4.75,IC50,nM,17900,IC50,uM,17.9,COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)C
CHEMBL4793075,4.97,IC50,nM,10600,IC50,uM,10.6,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC
CHEMBL4779514,4.8,IC50,nM,15700,IC50,uM,15.7,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC
CHEMBL4759355,4.49,IC50,nM,32100,IC50,uM,32.1,COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1
CHEMBL4792013,4.78,IC50,nM,16600,IC50,uM,16.6,COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C
CHEMBL4787165,4.76,IC50,nM,17300,IC50,uM,17.3,CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
CHEMBL4761179,4.71,IC50,nM,19700,IC50,uM,19.7,CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC
CHEMBL4747992,6.51,IC50,nM,310,IC50,uM,0.31,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccc(F)cc2)CC1
CHEMBL4776811,5.52,IC50,nM,3000,IC50,uM,3,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2cccc(F)c2)CC1
CHEMBL4748993,5.88,IC50,nM,1320,IC50,uM,1.32,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1
CHEMBL4794823,6.42,IC50,nM,380,IC50,uM,0.38,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2)CC1
CHEMBL4756451,4.37,IC50,nM,42800,IC50,uM,42.8,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)c(F)c2)CC1
CHEMBL4755445,4.71,IC50,nM,19500,IC50,uM,19.5,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2c(F)cccc2F)CC1
CHEMBL4764558,5.35,IC50,nM,4500,IC50,uM,4.5,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1
CHEMBL4795876,5.33,IC50,nM,4700,IC50,uM,4.7,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1
CHEMBL4742138,5.43,IC50,nM,3700,IC50,uM,3.7,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1
CHEMBL4749550,5.18,IC50,nM,6600,IC50,uM,6.6,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccn2)CC1
CHEMBL4759253,5.11,IC50,nM,7800,IC50,uM,7.8,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2F)CC1
CHEMBL4796437,6.14,IC50,nM,730,IC50,uM,0.73,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1
CHEMBL4753478,5.82,IC50,nM,1500,IC50,uM,1.5,NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1
CHEMBL502,8.3,IC50,nM,5,IC50,uM,0.005,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL95,6.72,IC50,nM,190,IC50,uM,0.19,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL4792678,5.22,IC50,nM,6000,IC50,uM,6,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1
CHEMBL4791089,4.09,IC50,nM,82000,IC50,uM,82,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)cc2)CC1
CHEMBL4746460,4.01,IC50,nM,97000,IC50,uM,97,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1
CHEMBL4741669,4.1,IC50,nM,80000,IC50,uM,80,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(F)c(F)c2)CC1
CHEMBL4753139,5.05,IC50,nM,9000,IC50,uM,9,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2F)CC1
CHEMBL4748792,5.1,IC50,nM,8000,IC50,uM,8,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1
CHEMBL4752296,4.14,IC50,nM,73000,IC50,uM,73,CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCN(Cc2ccccc2)CC1
CHEMBL4760940,6.77,Ki,nM,170,Ki,uM,0.17,c1cnc(Nc2nnc(-c3cccc4ccccc34)o2)nc1
CHEMBL4762721,5.69,IC50,nM,2041.74,pIC50,,5.69,c1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4797938,5.79,IC50,nM,1621.81,pIC50,,5.79,Cc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4745154,5.81,IC50,nM,1548.82,pIC50,,5.81,COc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4777427,5.72,IC50,nM,1905.46,pIC50,,5.72,COc1ccc(-c2nnc(Nc3ncccn3)o2)cc1OC
CHEMBL4784480,5.91,IC50,nM,1230.27,pIC50,,5.91,COc1cc(-c2nnc(Nc3ncccn3)o2)cc(OC)c1OC
CHEMBL4779792,5.76,IC50,nM,1737.8,pIC50,,5.76,Oc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4760940,6.52,IC50,nM,302,pIC50,,6.52,c1cnc(Nc2nnc(-c3cccc4ccccc34)o2)nc1
CHEMBL4755561,5.62,IC50,nM,2398.83,pIC50,,5.62,Fc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4791726,5.54,IC50,nM,2884.03,pIC50,,5.54,Clc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4764422,5.43,IC50,nM,3715.35,pIC50,,5.43,Brc1ccc(-c2nnc(Nc3ncccn3)o2)cc1
CHEMBL4747146,5.48,IC50,nM,3311.31,pIC50,,5.48,Brc1cccc(-c2nnc(Nc3ncccn3)o2)c1
CHEMBL4743162,5.47,IC50,nM,3388.44,pIC50,,5.47,O=[N+]([O-])c1ccccc1-c1nnc(Nc2ncccn2)o1
CHEMBL502,6.83,IC50,nM,147.91,pIC50,,6.83,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL4796307,5.38,IC50,nM,4121,IC50,uM,4.121,C(=N\C1CCN(Cc2ccccc2)C1)\c1ccccc1
CHEMBL4745500,5.11,IC50,nM,7793,IC50,uM,7.793,COc1cc(/C=N\C2CCN(Cc3ccccc3)C2)cc(OC)c1OC
CHEMBL4755117,5.25,IC50,nM,5628,IC50,uM,5.628,Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4780232,5.43,IC50,nM,3679,IC50,uM,3.679,Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(O)c1
CHEMBL4757415,5.61,IC50,nM,2461,IC50,uM,2.461,O=[N+]([O-])c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4792691,5.98,IC50,nM,1039,IC50,uM,1.039,FC(F)(F)c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4755226,6.06,IC50,nM,864,IC50,uM,0.864,FC(F)(F)Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4785769,5.91,IC50,nM,1241,IC50,uM,1.241,Clc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4797109,5.97,IC50,nM,1066,IC50,uM,1.066,Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4794000,5.88,IC50,nM,1303,IC50,uM,1.303,Brc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1
CHEMBL4744470,6.01,IC50,nM,965,IC50,uM,0.965,Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(F)c1
CHEMBL4758638,5.95,IC50,nM,1126,IC50,uM,1.126,c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4747185,5.36,IC50,nM,4383,IC50,uM,4.383,COc1cccc(CNC2CCN(Cc3ccccc3)C2)c1OC
CHEMBL4757216,5.5,IC50,nM,3125,IC50,uM,3.125,COc1cc(CNC2CCN(Cc3ccccc3)C2)cc(OC)c1OC
CHEMBL4764465,5.76,IC50,nM,1748,IC50,uM,1.748,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4778302,5.65,IC50,nM,2258,IC50,uM,2.258,Oc1ccccc1CNC1CCN(Cc2ccccc2)C1
CHEMBL4756849,5.82,IC50,nM,1522,IC50,uM,1.522,Oc1ccc(CNC2CCN(Cc3ccccc3)C2)c(O)c1
CHEMBL4763724,5.19,IC50,nM,6392,IC50,uM,6.392,Cc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4796846,6.13,IC50,nM,741,IC50,uM,0.741,O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4761542,6.89,IC50,nM,128,IC50,uM,0.128,FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4793341,7.24,IC50,nM,58,IC50,uM,0.058,
CHEMBL4760651,6.75,IC50,nM,178,IC50,uM,0.178,
CHEMBL4749704,6.83,IC50,nM,149,IC50,uM,0.149,Fc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4741398,6.88,IC50,nM,133,IC50,uM,0.133,Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1
CHEMBL4752715,7.16,IC50,nM,69,IC50,uM,0.069,Fc1ccc(CNC2CCN(Cc3ccccc3)C2)c(F)c1
CHEMBL502,7.38,IC50,nM,42,IC50,uM,0.042,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL636,5.78,IC50,nM,1680,IC50,uM,1.68,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL4793341,7.64,Ki,nM,23,Ki,uM,0.023,
CHEMBL95,7.08,IC50,nM,84,IC50,uM,0.084,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL95,7.14,IC50,nM,72.38,IC50,nM,72.38,Nc1c2c(nc3ccccc13)CCCC2
CHEMBL4763981,6.82,IC50,nM,153.25,IC50,nM,153.25,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4781157,7.01,IC50,nM,98.3,IC50,nM,98.3,O=C(CCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4757466,8.01,IC50,nM,9.75,IC50,nM,9.75,O=C(CCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4750451,7.97,IC50,nM,10.72,IC50,nM,10.72,O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4791642,8.97,IC50,nM,1.08,IC50,nM,1.08,O=C(CCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4742248,7.78,IC50,nM,16.54,IC50,nM,16.54,O=C(CCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4755968,9.03,IC50,nM,0.93,IC50,nM,0.93,O=C(CCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL4776843,6.67,IC50,nM,216.34,IC50,nM,216.34,O=C(CN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1
CHEMBL502,7.75,IC50,nM,17.76,IC50,nM,17.76,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL3323053,7.3,IC50,nM,50,IC50,nM,50,O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2
CHEMBL4746231,5.46,IC50,nM,3500,IC50,uM,3.5,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)N(O)C=O
CHEMBL4776397,4.82,IC50,nM,15000,IC50,uM,15,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(-n4ccnc4CO)cc3)ccc21)N(O)C=O
CHEMBL4758871,4.5,IC50,nM,32000,IC50,uM,32,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(COC5)C4)cc3)ccc21)N(O)C=O
CHEMBL4780225,4.66,IC50,nM,22000,IC50,uM,22,CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O
CHEMBL4762069,5.17,IC50,nM,6800,IC50,uM,6.8,CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)CC)cc3o2)cc1
CHEMBL4789142,4.99,IC50,nM,10200,IC50,uM,10.2,CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)OC)cc3o2)cc1
CHEMBL4787451,5.04,IC50,nM,9200,IC50,uM,9.2,CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)CC)cc(OC(=O)N(C)CC)cc3o2)cc1
CHEMBL4795422,4.9,IC50,nM,12700,IC50,uM,12.7,CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)OC)cc(OC(=O)N(C)OC)cc3o2)cc1
CHEMBL636,5.09,IC50,nM,8100,IC50,uM,8.1,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
CHEMBL502,7.96,IC50,nM,11,IC50,uM,0.011,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
CHEMBL12089,4.76,IC50,nM,17400,IC50,uM,17.4,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-]
CHEMBL3621413,5.3,IC50,nM,5000,IC50,uM,5,COc1ccc2cc3[n+](cc2c1OCc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4758460,5.14,IC50,nM,7300,IC50,uM,7.3,COc1ccc2cc3[n+](cc2c1OCc1cccc(C)c1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4756491,4.98,IC50,nM,10400,IC50,uM,10.4,COc1ccc2cc3[n+](cc2c1OCc1ccccc1C)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4745802,4.12,IC50,nM,75800,IC50,uM,75.8,COc1ccc2cc3[n+](cc2c1OCc1ccc(C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4758271,5.38,IC50,nM,4200,IC50,uM,4.2,COc1ccc2cc3[n+](cc2c1OCc1ccc(C(C)C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4789099,5.6,IC50,nM,2500,IC50,uM,2.5,COc1ccc2cc3[n+](cc2c1OCc1cc(C)cc(C)c1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4761840,5.48,IC50,nM,3300,IC50,uM,3.3,COc1ccc2cc3[n+](cc2c1OCc1ccc(Br)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4743436,5.57,IC50,nM,2700,IC50,uM,2.7,COc1ccc2cc3[n+](cc2c1OCc1cccc(Br)c1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4745801,5.77,IC50,nM,1700,IC50,uM,1.7,COc1ccc2cc3[n+](cc2c1OCc1ccccc1Br)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4745328,6,IC50,nM,990,IC50,uM,0.99,COc1ccc2cc3[n+](cc2c1OCc1ccc([N+](=O)[O-])cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4790739,5.58,IC50,nM,2600,IC50,uM,2.6,COc1ccc2cc3[n+](cc2c1OCc1ccc(SC)cc1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4759227,5.84,IC50,nM,1450,IC50,uM,1.45,COc1ccc2cc3[n+](cc2c1OCc1cccc([N+](=O)[O-])c1)CCc1cc2c(cc1-3)OCO2.[Br-]
CHEMBL4753534,5.72,IC50,nM,1900,IC50,uM,1.9,COc1ccc2cc3[n+](cc2c1OCc1cccc(Cl)c1)CCc1cc2c(cc1-3)OCO2.[Br-]
